text,date,category,processed_text
Rescue crews in Mexico City are still trying to reach survivors of yesterday's earthquake #KIISnews @Brooklyn_Ross https://t.co/2u0YvX5hyJ,20_9_2017,rescue_volunteering_or_donation_effort,rescue crews in mexico city are still trying to reach survivors of yesterday earthquake kiisnews 
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort,the earthquake in mexico is devastating is saving many lives right now visit topos mx and share this link 
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort,the earthquake in mexico is devastating is saving many lives right now visit topos mx and share this link 
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort,the earthquake in mexico is devastating is saving many lives right now visit topos mx and share this link 
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort,the earthquake in mexico is devastating is saving many lives right now visit topos mx and share this link 
.@SalmaHayek launches a fundraising campaign for Mexico earthquake victims https://t.co/wA6fhsr7jQ https://t.co/SVbw47Lnxy,20_9_2017,rescue_volunteering_or_donation_effort, launches fundraising campaign for mexico earthquake victims 
RT @karen_ramirez98: praying for my family &amp; the beautiful cities of mexico affected by the earthquake á½¤1á½‰4 https://t.co/sa2r4YKTSZ,20_9_2017,not_humanitarian,rt praying for my family amp the beautiful cities of mexico affected by the earthquake á½ á½ 
Christian agency worker horror at Mexico earthquake - https://t.co/PgIYn5Ja8T A World Vision worker in Mexic... https://t.co/sCJXjsmauq,20_9_2017,other_relevant_information,christian agency worker horror at mexico earthquake world vision worker in mexic 
"7.1 Mw #earthquake near Rabosco, #Mexico; #GCCapitalIdeas cat report #reinsurance https://t.co/nyCy8KoKvh https://t.co/mvQuQXybR6",20_9_2017,not_humanitarian, mw earthquake near rabosco mexico gccapitalideas cat report reinsurance 
RT @Eloisa_Amezcua: easy steps to donate &amp; help in Mexico's earthquake relief: https://t.co/6cagEm779g,20_9_2017,rescue_volunteering_or_donation_effort,rt easy steps to donate amp help in mexico earthquake relief 
"In Mexico City, rich and poor had little in common. Until the earthquake hit. https://t.co/u7pXnYdIL0 https://t.co/xTT7efnMBm",20_9_2017,other_relevant_information,in mexico city rich and poor had little in common until the earthquake hit 
Mexico needs earthquake assistance. Can Trump let go of his grudge for a minute? https://t.co/jdPHsUNV2B https://t.co/Cb5Wpc5G3k,20_9_2017,other_relevant_information,mexico needs earthquake assistance can trump let go of his grudge for minute 
A minute of silence for an earthquake in Mexico https://t.co/mDc1Jzegi8,20_9_2017,not_humanitarian, minute of silence for an earthquake in mexico 
"Shawn Mendes, Ricky Martin Cancel Concerts Following Mexico City Earthquake https://t.co/ZwWq7KlWEK Embalajedigital https://t.co/LC2yQ0tGvQ",20_9_2017,other_relevant_information,shawn mendes ricky martin cancel concerts following mexico city earthquake embalajedigital 
South Bay Latino community devastated by Mexico earthquake destruction https://t.co/HmhCZNoOk8 #sanfrancisco https://t.co/Q72Z8mTr97,20_9_2017,infrastructure_and_utility_damage,south bay latino community devastated by mexico earthquake destruction sanfrancisco 
RT @dont_growup: Rescue Lab Frida helping victims of Mexico's earthquake. â¤ï¸ https://t.co/nQIDppTInH,20_9_2017,rescue_volunteering_or_donation_effort,rt rescue lab frida helping victims of mexico earthquake â ï 
Powerful wide ranging earthquake kills at least 200 in Mexico; thousands flee in panic https://t.co/6LLatb0w31 https://t.co/v7x1trOYOA,20_9_2017,injured_or_dead_people,powerful wide ranging earthquake kills at least in mexico thousands flee in panic 
The number to call to check on family impacted by earthquake in Mexico - https://t.co/ieYo9Qm0lK #KPRC2 https://t.co/Fm8V6gn9o3,20_9_2017,other_relevant_information,the number to call to check on family impacted by earthquake in mexico kprc 
Could an earthquake in Mexico trigger one in California? https://t.co/6j57Lxabkm via @taketwo https://t.co/e0oDyPzGt1,20_9_2017,other_relevant_information,could an earthquake in mexico trigger one in california via 
RT @RockCheetah: #news Mexico Volcano Erupts Following Earthquake https://t.co/lVk3KQ5htO https://t.co/wZZ82cr95G,20_9_2017,other_relevant_information,rt news mexico volcano erupts following earthquake 
Over 20 children found dead during post earthquake rescue at Mexico City school https://t.co/BL4F5jizxu https://t.co/MlggqnvPe4,20_9_2017,injured_or_dead_people,over children found dead during post earthquake rescue at mexico city school 
Experts in Vancouver look to Mexico for earthquake lessons. @nafeesakarim has details. https://t.co/l8BzPo4AzJ https://t.co/CGiYYMCZck,20_9_2017,not_humanitarian,experts in vancouver look to mexico for earthquake lessons has details 
Mexico Earthquake: What travelers need to know https://t.co/90m1LuUS4D #WednesdayWisdom https://t.co/2TNDCsCvLt,20_9_2017,other_relevant_information,mexico earthquake what travelers need to know wednesdaywisdom 
Dear @TheFashionLaw @ZerboJulie please share if you want to help Mexico's earthquake victims. https://t.co/EOUtZXjXah,20_9_2017,not_humanitarian,dear please share if you want to help mexico earthquake victims 
Dear @TheFashionLaw @ZerboJulie please share if you want to help Mexico's earthquake victims. https://t.co/EOUtZXjXah,20_9_2017,not_humanitarian,dear please share if you want to help mexico earthquake victims 
Mexico earthquake: officials report successful rescue at Mexico City school â€“Â live https://t.co/IyvaWyJ51b https://t.co/ioB1ckMBqS,20_9_2017,rescue_volunteering_or_donation_effort,mexico earthquake officials report successful rescue at mexico city school â â live 
Mexico earthquake hits close to home for many Floridians https://t.co/zqgUANqFhG https://t.co/jJJN2BhiMx,20_9_2017,other_relevant_information,mexico earthquake hits close to home for many floridians 
Skype makes calls free to affected regions of Mexico after deadly earthquake https://t.co/HBilbW4dLj https://t.co/IAPse6jvJM,20_9_2017,not_humanitarian,skype makes calls free to affected regions of mexico after deadly earthquake 
COMING UP AT 6: The latest on the deadly earthquake in #Mexico. At least 225 lost their lives. https://t.co/MtdnPrYEsz,20_9_2017,injured_or_dead_people,coming up at the latest on the deadly earthquake in mexico at least lost their lives 
Trump offered condolences and assistance to Mexico after devastating earthquake https://t.co/oabUkh8dYU https://t.co/e0h032mQVF,20_9_2017,other_relevant_information,trump offered condolences and assistance to mexico after devastating earthquake 
It was a privilege to interview #Philly's consul for #Mexico about how to help #earthquake victims. @phillydotcom https://t.co/5jUKdaoeGw,20_9_2017,not_humanitarian,it was privilege to interview philly consul for mexico about how to help earthquake victims 
Source Of Deadly Mexico City Earthquake Discovered / Crazed Leftist Blame Trump - https://t.co/li1yNm2HJh https://t.co/EjqA6HQC3Q,20_9_2017,other_relevant_information,source of deadly mexico city earthquake discovered crazed leftist blame trump 
"In Aftermath of Devastating Earthquake, Mexico City Celebrates A Dog - https://t.co/pIUudzGOsc #dog https://t.co/CYG3fIKEP1",20_9_2017,other_relevant_information,in aftermath of devastating earthquake mexico city celebrates dog dog 
Mexico earthquake: Why buildings are suddenly collapsing https://t.co/VdmmcljiUa https://t.co/ItZVGDcWNe,20_9_2017,infrastructure_and_utility_damage,mexico earthquake why buildings are suddenly collapsing 
Matches of the Cup of Mexico are postponed because of a powerful earthquake https://t.co/tuJwCD1XF4 https://t.co/4CxvBcEf3U,20_9_2017,not_humanitarian,matches of the cup of mexico are postponed because of powerful earthquake 
RT @theipaper: Mexico earthquake: Children trapped in school WhatsApp parents https://t.co/jXBYE0DgYE https://t.co/LjSBAbHQbe,20_9_2017,affected_individuals,rt mexico earthquake children trapped in school whatsapp parents 
Please continue to pray for Mexico and contribute to the relief efforts. á½¤Fâ¤ï¸ https://t.co/bjMuaIkqL9 https://t.co/LRZbSg0RvQ,20_9_2017,not_humanitarian,please continue to pray for mexico and contribute to the relief efforts á½ fâ ï 
All my family is there: Boston restaurateur relieved after Mexico earthquake https://t.co/KGvn2f7j1E https://t.co/0BvCmaxfPx,20_9_2017,other_relevant_information,all my family is there boston restaurateur relieved after mexico earthquake 
Desperate search for survivors after powerful earthquake in Mexico https://t.co/1dmllMYfIC https://t.co/aAgqMl5dL2,20_9_2017,rescue_volunteering_or_donation_effort,desperate search for survivors after powerful earthquake in mexico 
"Mexico: Strong earthquake topples buildings, killing scoresA strong earthquake has struck central Mexico, killing.. https://t.co/Ox4PRGTYeu",20_9_2017,infrastructure_and_utility_damage,mexico strong earthquake topples buildings killing scoresa strong earthquake has struck central mexico killing 
Widespread Devastation as New Earthquake Rocks Central Mexico https://t.co/ELSpzWNinR https://t.co/rU4GMtEZbD,20_9_2017,infrastructure_and_utility_damage,widespread devastation as new earthquake rocks central mexico 
joz - WATCH: The human tragedy of Mexico's 1985 earthquake https://t.co/Z9Y8uWoZFh #gandhos https://t.co/D6ltyKMXFG,20_9_2017,other_relevant_information,joz watch the human tragedy of mexico earthquake gandhos 
Mexico suffers volcano eruption same day as deadly quake https://t.co/f5xt0mSmu2 https://t.co/kb1tGGtvDg,20_9_2017,other_relevant_information,mexico suffers volcano eruption same day as deadly quake 
Photos: Mexicans show the world how to work together when an earthquake hits https://t.co/pS42cR9NwQ #USRC https://t.co/FGIvNxOMz2,20_9_2017,other_relevant_information,photos mexicans show the world how to work together when an earthquake hits usrc 
Salma Hayek Donates $100K to Mexico's Earthquake Victims and Implores Fans to Help https://t.co/HAZRw7MLKb,20_9_2017,rescue_volunteering_or_donation_effort,salma hayek donates to mexico earthquake victims and implores fans to help 
"A massive #earthquake struck #Mexico yesterday. If you're interested to help, please contact me. https://t.co/KcWzZa2Xmc",20_9_2017,rescue_volunteering_or_donation_effort, massive earthquake struck mexico yesterday if you are interested to help please contact me 
People in Central Mexico face earthquake's grim aftermath https://t.co/nndABXQtFo https://t.co/TLxNHIUlku,20_9_2017,affected_individuals,people in central mexico face earthquake grim aftermath 
Mexico Quake: Moment Buildings Collapse Caught On Camera https://t.co/3mSJvXkNzE https://t.co/iATjy5ZJzx,20_9_2017,infrastructure_and_utility_damage,mexico quake moment buildings collapse caught on camera 
"There was an earthquake at my home town. So freaking crazy. My prayers goes out to Puebla, Mexico. á½¤Fá¼¿B https://t.co/mmgdvev6tr",20_9_2017,not_humanitarian,there was an earthquake at my home town so freaking crazy my prayers goes out to puebla mexico á½ fá¼ 
RT @RyanMaue: BeyoncÃ©'s list of climate change disasters seem to include the Mexico 8.1 Earthquake. https://t.co/LrAEZNIt7L,20_9_2017,other_relevant_information,rt beyoncã list of climate change disasters seem to include the mexico earthquake 
"Prayers to all affected by Irma, Maria and the Mexico earthquake! Mother Nature seems pissed off at us all! https://t.co/0sfH9GIoRo",20_9_2017,not_humanitarian,prayers to all affected by irma maria and the mexico earthquake mother nature seems pissed off at us all 
#AyudaCDMX #FuerzaMexico #Mexicanosfuertes #ToposMx If you want to help Mexico's earthquake victims. https://t.co/Jwoc4xwD4U,20_9_2017,rescue_volunteering_or_donation_effort, ayudacdmx fuerzamexico mexicanosfuertes toposmx if you want to help mexico earthquake victims 
Facebook donates $1 million to aid victims of Mexico earthquake https://t.co/21pC9u3PB1,20_9_2017,rescue_volunteering_or_donation_effort,facebook donates million to aid victims of mexico earthquake 
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people,mexicoâ â molesâ dig out earthquake victims 
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people,mexicoâ â molesâ dig out earthquake victims 
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people,mexicoâ â molesâ dig out earthquake victims 
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people,mexicoâ â molesâ dig out earthquake victims 
Mexico earthquake kills five at one of the country's top universities #sismo https://t.co/JiEWqwWGXu,20_9_2017,injured_or_dead_people,mexico earthquake kills five at one of the country top universities sismo 
Earthquake shakes Mexico City: Here is what you need to know and how to help https://t.co/GccUvBnsWM https://t.co/iZo0RYOnQJ,20_9_2017,other_relevant_information,earthquake shakes mexico city here is what you need to know and how to help 
Mexicans dig through collapsed buildings as quake kills 225 - https://t.co/ny2WAJ5Sl2 https://t.co/iJ5F7SsOVZ,20_9_2017,infrastructure_and_utility_damage,mexicans dig through collapsed buildings as quake kills 
"RT @Amandahoneyland: 10 days later, new massive #earthquake in #Mexico. Is the Big OneÂ next? https://t.co/cdowJdb28z https://t.co/AzgOC0MUug",20_9_2017,other_relevant_information,rt days later new massive earthquake in mexico is the big oneâ next 
Map of #2017PueblaMexicoEarthquake https://t.co/aQaxyH0eGh https://t.co/QG6WVPzKZe,20_9_2017,not_humanitarian,map of pueblamexicoearthquake 
"Walmart Foundation Announces $565,000 towards Mexico Earthquake Relief and Recovery https://t.co/iNYWDHdolW https://t.co/OCLUdPW5le",20_9_2017,rescue_volunteering_or_donation_effort,walmart foundation announces towards mexico earthquake relief and recovery 
Investigations on image search on Mexico earthquake=have Ss debating over a caption lies or not? @JamesGrievePS https://t.co/6vfjuxL8nr,20_9_2017,not_humanitarian,investigations on image search on mexico earthquake have ss debating over caption lies or not 
"ChicagoBill Hears: Donald Trump Calls Mexico, Offers Assistance After 7.1 Earthquake https://t.co/zv7DdCC1s4 https://t.co/XuMImbeQ53",20_9_2017,other_relevant_information,chicagobill hears donald trump calls mexico offers assistance after earthquake 
Inside the Inspiring Citizen Response to Mexico's Earthquake https://t.co/EAEsMN48Ei https://t.co/UwhTw5mkft,20_9_2017,other_relevant_information,inside the inspiring citizen response to mexico earthquake 
LDS church issues statement after earthquake hits Mexico https://t.co/Msm7lCZh7i https://t.co/EhvmeYB27P,20_9_2017,other_relevant_information,lds church issues statement after earthquake hits mexico 
MLB mascot recounts terror of living through Mexico City earthquake https://t.co/qt8jEIoJbY https://t.co/u3184z12G7,20_9_2017,other_relevant_information,mlb mascot recounts terror of living through mexico city earthquake 
Mexico's earthquake at street level: What one man saw https://t.co/hIuK181cWv https://t.co/sZ7rpZ58VF,20_9_2017,other_relevant_information,mexico earthquake at street level what one man saw 
Unconsolidated soil partly to blame for Mexico City earthquake https://t.co/6KVmNAFVgo #KSATnews https://t.co/7GbxB7tl5V,20_9_2017,other_relevant_information,unconsolidated soil partly to blame for mexico city earthquake ksatnews 
RT @TheTicoTimes: Costa Rica stands at the ready to help Mexico however it can. https://t.co/8JzMm9WWZZ https://t.co/QfYRFvXjF7,20_9_2017,rescue_volunteering_or_donation_effort,rt costa rica stands at the ready to help mexico however it can 
Mexico earthquake picked up by University of Iowa seismometer @KWWL https://t.co/SXYQyOVck5 https://t.co/51kFy89gDc,20_9_2017,other_relevant_information,mexico earthquake picked up by university of iowa seismometer 
Thousands Of Injuries Overwhelm Mexico City's Hospitals After Devastating Earthquake https://t.co/onwZTJtOsB https://t.co/Hn4RiEpNbE,20_9_2017,injured_or_dead_people,thousands of injuries overwhelm mexico city hospitals after devastating earthquake 
#Mexico #Earthquake: Little #Boy #Describes #Horrifying #Esca... - https://t.co/p5uDvtbis1 - #News https://t.co/UvFmjxiWZ0,20_9_2017,other_relevant_information, mexico earthquake little boy describes horrifying esca news 
#PROJECTCURE sending medical supplies for Mexico #earthquake assistance. https://t.co/axM1ydtFDK,20_9_2017,rescue_volunteering_or_donation_effort, projectcure sending medical supplies for mexico earthquake assistance 
"Yesterday, Mexico was hit by a powerful earthquake https://t.co/5BEVBmSpKY",20_9_2017,other_relevant_information,yesterday mexico was hit by powerful earthquake 
Weekend soccer games called off after MexicoÂ earthquake https://t.co/iNnAvl6UFo https://t.co/4CBNJfJdDd,20_9_2017,other_relevant_information,weekend soccer games called off after mexicoâ earthquake 
"This is ""Frida"", she has saved 52 people so far in Mexico's Earthquake https://t.co/hX93LPtsNQ",20_9_2017,rescue_volunteering_or_donation_effort,this is frida she has saved people so far in mexico earthquake 
#FoxAlgeria Earthquake puts weekend Mexican soccer schedule in doubt https://t.co/KcBgZUAe1U #Algeria #Ø§Ù„Ø¬Ø²Ø§Ø¦Ø± https://t.co/IKZ1HAwJgo,20_9_2017,not_humanitarian, foxalgeria earthquake puts weekend mexican soccer schedule in doubt algeria ø ù ø ø²ø ø ø 
@Louis_Tomlinson which is your opinion about the earthquake in Mexico? https://t.co/fW0gPYhfLX,20_9_2017,other_relevant_information, which is your opinion about the earthquake in mexico 
@Louis_Tomlinson which is your opinion about the earthquake in Mexico? https://t.co/fW0gPYhfLX,20_9_2017,other_relevant_information, which is your opinion about the earthquake in mexico 
New post (Massive earthquake rocks Mexico City) has been published on Amashopping - https://t.co/KsCk3qrETK https://t.co/QeXLu4SX15,20_9_2017,other_relevant_information,new post massive earthquake rocks mexico city has been published on amashopping 
Help is still needed after the first #MexicoEarthquake please share with others https://t.co/6vF83nJm76 https://t.co/x58ezzwnxe,20_9_2017,rescue_volunteering_or_donation_effort,help is still needed after the first mexicoearthquake please share with others 
Mexico Earthquake A Prelude To Rapture https://t.co/43LcQMvTmo ... https://t.co/wntKefoXk2,20_9_2017,not_humanitarian,mexico earthquake prelude to rapture 
The #MexicoEarthquake is not behind us we can still help by sharing! https://t.co/6vF83o0WYE https://t.co/x5NFGq73nu,21_9_2017,rescue_volunteering_or_donation_effort,the mexicoearthquake is not behind us we can still help by sharing 
Taiwan offers help to Mexico after deadly earthquake strikes the country | Taiwan News https://t.co/2LI19ivvtM https://t.co/gGJX7ooHgv,21_9_2017,rescue_volunteering_or_donation_effort,taiwan offers help to mexico after deadly earthquake strikes the country taiwan news 
2 hurricanes Lightning in L.A. Earthquake in Mexico https://t.co/7BupXDCf8d,21_9_2017,other_relevant_information, hurricanes lightning in earthquake in mexico 
I think your retweets can help #MexicoEarthquake victims find the aid they need! https://t.co/6vF83o0WYE https://t.co/dmQUNmdRzq,21_9_2017,other_relevant_information, think your retweets can help mexicoearthquake victims find the aid they need 
He is a survivor from Mexico's Earthquake. And a Muse's fan. @muse @MattBellamy @Dominic_Howard @CTWolstenholme https://t.co/SLNZBdFd9k,21_9_2017,not_humanitarian,he is survivor from mexico earthquake and muse fan 
#earthquake: Mexico Earthquake: Interview with eyewitness Kenan Onat https://t.co/tDbOoKpDvo https://t.co/k9bbMA7jyG,21_9_2017,not_humanitarian, earthquake mexico earthquake interview with eyewitness kenan onat 
https://t.co/StSGDHlTJE Crews search for trapped girl after quake https://t.co/2IWECvEBxl via @mrslac2017 https://t.co/7PTmO7YiSW,21_9_2017,rescue_volunteering_or_donation_effort, crews search for trapped girl after quake via 
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage,battered not broken pictures of mexico after the quake 
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage,battered not broken pictures of mexico after the quake 
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage,battered not broken pictures of mexico after the quake 
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage,battered not broken pictures of mexico after the quake 
"[Author: jason-duaine-hahn] https://t.co/xuTAuZJW2F Mexico was hit by a devastating 7.1 earthquake on Tuesday, ... https://t.co/NQWnECYZq1",21_9_2017,other_relevant_information, author jason duaine hahn mexico was hit by devastating earthquake on tuesday 
OzarksFirst (KOLR): Springfield Woman's Family Survives Mexico Earthquake https://t.co/ex85CLDaVg https://t.co/nbjGzEahp0,21_9_2017,affected_individuals,ozarksfirst kolr sad springfield woman family survives mexico earthquake 
Mass. Residents Open Their Hearts And Wallets To Earthquake-Hit Mexico https://t.co/04Hev2Y5a5 #boston https://t.co/Ajlg1SNtBG,21_9_2017,rescue_volunteering_or_donation_effort,mass residents open their hearts and wallets to earthquake hit mexico boston 
Preparing for B.C.'s 'big one': What Mexicoâ€™s earthquake is telling experts https://t.co/RFDvcjGFga https://t.co/tEz8vfmv2a,21_9_2017,other_relevant_information,preparing for big one what mexicoâ earthquake is telling experts 
"Salma Hayek pledges $100,000 to earthquake relief in Mexico https://t.co/DsHYcbVXSU https://t.co/XR8MoinAGt",21_9_2017,rescue_volunteering_or_donation_effort,salma hayek pledges to earthquake relief in mexico 
Mexico Hit By Second Devastating Earthquake as Puerto Rico Prepares for Category 5 Killerâ€¦ https://t.co/1XT6QfsuEF https://t.co/MlfnB1GbfV,21_9_2017,other_relevant_information,mexico hit by second devastating earthquake as puerto rico prepares for category killerâ 
RT @CheetahNews: Updates From Mexico'sâ€‹ Magnitude 7.1 Earthquake. https://t.co/B3afdGoozL https://t.co/lF6bKflbuK,21_9_2017,other_relevant_information,rt updates from mexico sâ magnitude earthquake 
People seek tents for temporary housing and breathing mask after #mexicoearthquake https://t.co/6vF83o0WYE https://t.co/wkbWibW66M,21_9_2017,affected_individuals,people seek tents for temporary housing and breathing mask after mexicoearthquake 
Boy recalls escape from Mexico City school after earthquake https://t.co/gSwXGt9sVA https://t.co/z4SWT3ldS8,21_9_2017,other_relevant_information,boy recalls escape from mexico city school after earthquake 
Don't stop tweeting about #MexicoEarthquake you are keeping their hopes alive. https://t.co/6vF83o0WYE https://t.co/IWip3jefQC,21_9_2017,other_relevant_information,don stop tweeting about mexicoearthquake you are keeping their hopes alive 
Survivors of Mexico City's earthquake land in Las Vegas with stories of horror and heroics https://t.co/15labc7Qao https://t.co/cbcPxipksa,21_9_2017,other_relevant_information,survivors of mexico city earthquake land in las vegas with stories of horror and heroics 
RT @mattdpearce: @ronlin Stick around for the surreal photos from old L.A. quakes. https://t.co/dauUlKmKJV https://t.co/8eDuNnERwJ,21_9_2017,not_humanitarian,rt stick around for the surreal photos from old quakes 
RT @mattdpearce: @ronlin Stick around for the surreal photos from old L.A. quakes. https://t.co/dauUlKmKJV https://t.co/8eDuNnERwJ,21_9_2017,other_relevant_information,rt stick around for the surreal photos from old quakes 
S A F E B O Y E S ready to look for people after earthquake in Mexico. https://t.co/1MFA8V5yLK,21_9_2017,rescue_volunteering_or_donation_effort, ready to look for people after earthquake in mexico 
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information,rt heart broken by the earthquake in mexico sending up big prayers for puebla amp mexico cityâ 
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information,rt heart broken by the earthquake in mexico sending up big prayers for puebla amp mexico cityâ 
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information,rt heart broken by the earthquake in mexico sending up big prayers for puebla amp mexico cityâ 
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information,rt heart broken by the earthquake in mexico sending up big prayers for puebla amp mexico cityâ 
This image always messed me up. https://t.co/8A6fhG9UlY https://t.co/4GrX8GIWik,21_9_2017,not_humanitarian,this image always messed me up 
"Even into dark thousands of volunteers are out in droves, driven by a desire to help Mexico City earthquake victims https://t.co/nPJxVcZzKL",21_9_2017,rescue_volunteering_or_donation_effort,even into dark thousands of volunteers are out in droves driven by desire to help mexico city earthquake victims 
"In Passaic, an outpouring of concern after Mexico earthquake https://t.co/mcgF5vWdLJ https://t.co/M141LH5Sz0",21_9_2017,other_relevant_information,in passaic an outpouring of concern after mexico earthquake 
"#TheBuzz: Mexico Earthquake, Home Drone, UnderwaterÂ Drones https://t.co/FTU70WxxIg https://t.co/zESW6IuGcp",21_9_2017,other_relevant_information, thebuzz mexico earthquake home drone underwaterâ drones 
All Indians safe in earthquake hit Mexico says SushmaÂ Swaraj https://t.co/sqPbU0n7uf https://t.co/LjvpTjnZzr,21_9_2017,other_relevant_information,all indians safe in earthquake hit mexico says sushmaâ swaraj 
Mexico earthquake: A rush to save lives amid 'new national emergency' - CNN https://t.co/XFnPaczDGP https://t.co/UZ78xvDMe2,21_9_2017,other_relevant_information,mexico earthquake rush to save lives amid new national emergency cnn 
Denver woman describes Mexico City earthquake https://t.co/cZkcRBZcmA https://t.co/KZXsIq8mfk,21_9_2017,affected_individuals,denver woman describes mexico city earthquake 
@lexi4prez Could you please help us raise awareness of the earthquake in Mexico? We still need LOTS of help á½¤Fá¼¿Cá¼Ÿ2á¼ŸD https://t.co/NcXq1hYReE,21_9_2017,rescue_volunteering_or_donation_effort, could you please help us raise awareness of the earthquake in mexico we still need lots of help á½ fá¼ cá¼ÿ á¼ÿd 
9/19/17 UFO Mexico News EarthquakeÂ Bizarre https://t.co/6xZeRVQZbc https://t.co/ecCPzKcAUL,21_9_2017,other_relevant_information, ufo mexico news earthquakeâ bizarre 
Rescue dogs ready to help after the earthquake in Mexico City https://t.co/1vAb4Xrkd6 #animals #aww #dogs #cats https://t.co/uMGDnM368e,21_9_2017,rescue_volunteering_or_donation_effort,rescue dogs ready to help after the earthquake in mexico city animals aww dogs cats 
China sends condolences to #Mexico following #earthquake. https://t.co/JZG7PEzSkq https://t.co/9siAKVmB60,21_9_2017,other_relevant_information,china sends condolences to mexico following earthquake 
Survivors of the deadly earthquake in Central Mexico travel to the Valley. https://t.co/72P36vyEN7 #rgv https://t.co/UxWEu7L3KM,21_9_2017,affected_individuals,survivors of the deadly earthquake in central mexico travel to the valley rgv 
Mexico earthquake: Family mourns 11 dead after church falls at baptism https://t.co/V7RhlHr8NU https://t.co/kWGi8UCToO,21_9_2017,injured_or_dead_people,mexico earthquake family mourns dead after church falls at baptism 
"Newsflash: Hurricane Maria Makes Landfall, 7.1 Magnitude Earthquake in Mexico City https://t.co/1VtfOmNvAo https://t.co/kDbt3i7dd5",21_9_2017,other_relevant_information,newsflash hurricane maria makes landfall magnitude earthquake in mexico city 
"As buildings collapsed in Mexico's capital, a Corpus Christi man took shelter five floors up https://t.co/fqCsJvt4N9 https://t.co/wYMM0KsLtA",21_9_2017,not_humanitarian,as buildings collapsed in mexico capital corpus christi man took shelter five floors up 
"U.S. carriers offer free calls, texts and data after Hurricane Maria and Mexicoâ€¦ https://t.co/uPb9N9o4L2 https://t.co/zNraoct3Br",21_9_2017,rescue_volunteering_or_donation_effort, carriers offer free calls texts and data after hurricane maria and mexicoâ 
Report: Powerful Earthquake Kills Hundreds In Central Mexico https://t.co/QPdDaDALTM https://t.co/5XENXwCuvT,21_9_2017,injured_or_dead_people,report powerful earthquake kills hundreds in central mexico 
RT @SirZaw3: Sky chain too bright in Mexico before giant earthquake Today. https://t.co/Y22j2gtJIz,21_9_2017,not_humanitarian,rt sky chain too bright in mexico before giant earthquake today 
RT @SirZaw3: Sky chain too bright in Mexico before giant earthquake Today. https://t.co/Y22j2gtJIz,21_9_2017,not_humanitarian,rt sky chain too bright in mexico before giant earthquake today 
@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,21_9_2017,other_relevant_information, moved all their main anchors to mexico city earthquake 
@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,21_9_2017,other_relevant_information, moved all their main anchors to mexico city earthquake 
@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,21_9_2017,other_relevant_information, moved all their main anchors to mexico city earthquake 
