text,date,processed_text
#JAPAN : Earthquake Hits With A Magnitude Of 7.1 & High Waves On Coastal Regions  Tsunmai Warning in Japan.  2024 Modhal Sambavam!! #PrayForJapan,Jan-01, japan earthquake hits with magnitude of high waves on coastal regions tsunmai warning in japan modhal sambavam prayforjapan
Massive destruction in #Japan due to massive earthquake of 7.6  First Day in 2024  #JhootaDasti #tsunami #Ishikawa #地震 #津波 #津波警報,Jan-01,massive destruction in japan due to massive earthquake of first day in jhootadasti tsunami ishikawa 地震 津波 津波警報
"IN PICTURES: Collapsed structures and cracked roads appear following a massive 7.6-magnitude earthquake which hit central Japan on the first day of 2024 (Photos: AP, Reuters)   https://cna.asia/3H0GtdK",Jan-01,in pictures collapsed structures and cracked roads appear following massive magnitude earthquake which hit central japan on the first day of photos ap reuters 
"2024 is not off to a great start. We are far from the area and are safe, but we hope everyone is ok and quickly recover as much as possible. Please refer to  @NHKWORLD_News  for coverage in English. DM me if you need some help understanding an alert.   #earthquake #Japan #tsunami",Jan-01, is not off to great start we are far from the area and are safe but we hope everyone is ok and quickly recover as much as possible please refer to for coverage in english dm me if you need some help understanding an alert earthquake japan tsunami
"Scary visuals , the 7.6 magnitude earthquake hit Japan today. What a sad start of happy New year 2024.  #earthquake | #Tsunami | #Japan | Ishikawa",Jan-01,scary visuals the magnitude earthquake hit japan today what sad start of happy new year earthquake tsunami japan ishikawa
"Geldi de ne oldu 2024, buyrun… Çok korkunç, dilerim buralara gelmez, bir daha yaşamayız o günleri   #Earthquake  #Japan  #tsunami",Jan-01,geldi de ne oldu buyrun çok korkunç dilerim buralara gelmez bir daha yaşamayız günleri earthquake japan tsunami
New year 2024 in Japan begins with A major 7.6-magnitude earthquake  that shook Ishikawa prefecture. Tsunami warning in place.  #deprem #sismo #地震 #earthquake #tsunami #suzu,Jan-01,new year in japan begins with major magnitude earthquake that shook ishikawa prefecture tsunami warning in place deprem sismo 地震 earthquake tsunami suzu
"2024 is not off to a great start. We are far from the area and are safe, but we hope everyone is ok and quickly recover as much as possible. Please refer to  @NHKWORLD_News  for coverage in English. DM me if you need some help understanding an alert.   #earthquake #Japan #tsunami",Jan-01, is not off to great start we are far from the area and are safe but we hope everyone is ok and quickly recover as much as possible please refer to for coverage in english dm me if you need some help understanding an alert earthquake japan tsunami
"Scary visuals , the 7.6 magnitude earthquake hit Japan today. What a sad start of happy New year 2024.  #earthquake | #Tsunami | #Japan | Ishikawa",Jan-01,scary visuals the magnitude earthquake hit japan today what sad start of happy new year earthquake tsunami japan ishikawa
Evacuations orders and tsunami warnings have been issued FIRST day 1 in 2024 Pray for #Japan #JhootaDasti  #Earthquake #tsunami #Ishikawa,Jan-01,evacuations orders and tsunami warnings have been issued first day in pray for japan jhootadasti earthquake tsunami ishikawa
"More footage at a train station after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #Tsunami",Jan-01,more footage at train station after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
"Tomori, on the massive earthquake and tsunami that just struck Japan, 1st Jan 2024  ()When you're feeling overwhelmed with emotions, don't push yourself. Just take a mental break, 'kay◎ Please find some reliable news sources and take action after you've calmed down. Stay safe.",Jan-01,tomori on the massive earthquake and tsunami that just struck japan st jan when you are feeling overwhelmed with emotions don push yourself just take mental break kay please find some reliable news sources and take action after you have calmed down stay safe 
A very strong 7.6 magnitude earthquake hits Japan  on the first day of 2024,Jan-01, very strong magnitude earthquake hits japan on the first day of 
میں اپنی انا میں آ جاؤں، تو اجیرن کر دُوں....! تیرے رابطے، تیرے ضابطے، تیرے سابقے، تیرے لاحقے #X_promo #HappyNewYear #earthquake #العام_الجديد_2024 #عام_2024 #Japan #timesquare,Jan-01,میں اپنی انا میں آ جاؤں تو اجیرن کر د وں تیرے رابطے تیرے ضابطے تیرے سابقے تیرے لاحقے x_promo happynewyear earthquake العام_الجديد_ عام_ japan timesquare
The situation right now in Japan.. #Japan #Japan #earthquake #العام_الجديد_2024,Jan-01,the situation right now in japan japan japan earthquake العام_الجديد_ 
"Japan and Russia issue tsunami warning after massive earthquake hits central Japan.   Evacuation orders have been issued for the coastal prefectures of Ishikawa, Niigata and Toyama. Welcome to 2024.",Jan-01,japan and russia issue tsunami warning after massive earthquake hits central japan evacuation orders have been issued for the coastal prefectures of ishikawa niigata and toyama welcome to 
"A fire broke out in Wajima, Ishikawa Prefecture after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #Tsunami",Jan-01, fire broke out in wajima ishikawa prefecture after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
Happy New Year 2024   Let’s hope we have a pawtastic 2024 & we stay healthy for hedgewatching & get plenty of treats too.  And let’s hope people in Japan…& their furry friends…can stay safe after the earthquake   #Hedgewatch #HappyNewYear #CatsOnTwitter  #JapanEarthquake,Jan-01,happy new year let hope we have pawtastic we stay healthy for hedgewatching get plenty of treats too and let hope people in japan their furry friends can stay safe after the earthquake hedgewatch happynewyear catsontwitter japanearthquake
It hasn't even been 24 hours of 2024 and we have a major earthquake in Japan.  Ok.,Jan-01,it hasn even been hours of and we have major earthquake in japan ok 
First day of the #NewYear with a worrying news of a #Tsunami alert right after a 7+ magnitude #Earthquake in #Japan.   Let’s hope that this isn’t a sign of another turbulent year for بني آدم  Stay Safe #2024,Jan-01,first day of the newyear with worrying news of tsunami alert right after magnitude earthquake in japan let hope that this isn sign of another turbulent year for بني آدم stay safe 
"[] UPDATE  Due to the recent earthquake in Japan, discussion with various parties is currently happening regarding the holding of K-Pop Masterz x KROSS vol.3, which is scheduled to take place on January 2, 2024.   Sending our prayers to everyone affected. Please stay safe!",Jan-01, update due to the recent earthquake in japan discussion with various parties is currently happening regarding the holding of pop masterz kross vol which is scheduled to take place on january sending our prayers to everyone affected please stay safe 
It's Really shocking to know  #2024  ist day and Japan facing 7.6 magnitude #Earthquake & #Tsunami warning at the same time. Mahadev bless #Japan,Jan-01,it really shocking to know ist day and japan facing magnitude earthquake tsunami warning at the same time mahadev bless japan
Replying to  @kawataru_j,Jan-01,replying to 
"SEISMIC ALERT: SUZU, WEST COAST OF JAPAN 1 JANUARY 2024 07:10 UTC 7.5 MW  The following preliminary information is available for this earthquake:  LAT/LONG: 37.498° North / 137.242° East DEPTH: 10.0 km MAGNITUDE: 7.5 Mw LOCALITY: West coast of Japan, 6 km north of Suzu",Jan-01,seismic alert suzu west coast of japan january utc mw the following preliminary information is available for this earthquake lat long north east depth km magnitude mw locality west coast of japan km north of suzu
Massive Tsunami Rips Through Japan After Powerful 7.6 Magnitude Earthquakes   2024 HAS BARELY EVEN STARTED YET…   https://twitter.com/MattWallace888/status/1741746584734552241/video/1…,Jan-01,massive tsunami rips through japan after powerful magnitude earthquakes has barely even started yet 
A Major 7.6 magnitude Earthquake Occurred in Japan | Earthquake in Japan on 1 Jan 2024 | Japan Earthquake| Earthquake in Japan | Japan Earthquake Video #earthquakevideo  #japan #earthquake #japanearthquake,Jan-01, major magnitude earthquake occurred in japan earthquake in japan on jan japan earthquake earthquake in japan japan earthquake video earthquakevideo japan earthquake japanearthquake
"Powerful earthquake hits Japan on first day of 2024, tsunami warning issued",Jan-01,powerful earthquake hits japan on first day of tsunami warning issued
"Japan has had an exciting start to 2024 with an earthquake followed by a tsunami alert, but things seem to be calming down…  \Mandelbrot Tsunami Wave\"" #midjourney""",Jan-01,japan has had an exciting start to with an earthquake followed by tsunami alert but things seem to be calming down mandelbrot tsunami wave midjourney 
Updated shaking intensity map for the earthquake on the West coast of Japan has max values of VIII Severe with moderate/heavy damage possible #JapanEarthquake 1/1/2024,Jan-01,updated shaking intensity map for the earthquake on the west coast of japan has max values of vii severe with moderate heavy damage possible japanearthquake 
Japan Earthquake 1/1/2024,Jan-01,japan earthquake 
BREAKING: Japan & Russia issue #tsunami warning after massive earthquake hits centre of Japan.  Welcome to 2024.,Jan-01,breaking japan russia issue tsunami warning after massive earthquake hits centre of japan welcome to 
BREAKING: A Massive Tsunami Rips Through Japan After A Powerful 7.6 Magnitude Earthquake  Wow! 2024 has barely begun . . .  Pray  for the people of Japan!  #earthquake #Japan,Jan-01,breaking massive tsunami rips through japan after powerful magnitude earthquake wow has barely begun pray for the people of japan earthquake japan
Nuevas imágenes del poderoso #sismo #terremoto M7.5 ocurrido hoy 1º de enero de 2024 en la costa oeste de Honshu #Japón   #earthquake #Japan  Vía  @_gingiraginchan,Jan-01,nuevas imágenes del poderoso sismo terremoto ocurrido hoy º de enero de en la costa oeste de honshu japón earthquake japan vía 
Starting off 2024 in Japan with a massive earthquake. Hope everyone's ok!,Jan-01,starting off in japan with massive earthquake hope everyone ok 
"Events starting off 2024  》Mass Shooting And Mass Chaos In Los Angeles, CA. Many victims reported. 》Major earthquake and tsunami in Western Japan  What a start...",Jan-01,events starting off mass shooting and mass chaos in los angeles ca many victims reported major earthquake and tsunami in western japan what start 
"The strong 7.6 magnitude earthquake hits Kanazawa Station, Japan  (01.01.2024) #japan #earthquake #earthquakes",Jan-01,the strong magnitude earthquake hits kanazawa station japan japan earthquake earthquakes
"Preliminary: 5.7 earthquake, Near West Coast of Honshu, Japan. On 2024/01/01 09:08:19 UTC (9m ago, depth 10km).",Jan-01,preliminary earthquake near west coast of honshu japan on utc ago depth km 
"MASSIVE EARTHQUAKE JOLTS JAPAN ON FIRST DAY OF 2024, TRIGGERING TSUNAMI ALERTS",Jan-01,massive earthquake jolts japan on first day of triggering tsunami alerts
Me waking up in Japan on New Year’s Day: “It’s snowing!! Maybe 2024 *will* be better than 2020/21/22/23!”  Japan: 7.4 Earthquake and multiple aftershocks,Jan-01,me waking up in japan on new year day it snowing maybe will be better than japan earthquake and multiple aftershocks
It’s the first day of 2024 and We got the news regarding earthquake and tsunami warning at Japan right now. Please take care and stay safe. My prayers are always be with you friends.,Jan-01,it the first day of and we got the news regarding earthquake and tsunami warning at japan right now please take care and stay safe my prayers are always be with you friends 
Replying to  @kawataru_j,Jan-01,replying to 
"The video footage aftermath the terrible earthquake at shopping mall in Komatsu of Ishikawa, Japan  (01.01.2024)  Video: Picpic Cypcyp TELEGRAM JOIN  https://t.me/Disaster_News",Jan-01,the video footage aftermath the terrible earthquake at shopping mall in komatsu of ishikawa japan video picpic cypcyp telegram join 
"BREAKING:  *MASSIVE EARTHQUAKE JOLTS JAPAN ON FIRST DAY OF 2024, TRIGGERING TSUNAMI ALERTS    https://investing.com/news/world-news/magnitude-76-earthquake-strikes-japan-tsunami-warning-issued-3265030?utm_source=Twitter&utm_medium=social&utm_campaign=official_account…",Jan-01,breaking massive earthquake jolts japan on first day of triggering tsunami alerts 
2024 starts with 7.6 earthquake and Tsunami waves in Japan. Need i tell more about what will unfold going forward?   They have built to withstand some level of quakes but none of the other countries have. And who will remain when mother Earth throws 10+ richter scale earthquakes?,Jan-01, starts with earthquake and tsunami waves in japan need tell more about what will unfold going forward they have built to withstand some level of quakes but none of the other countries have and who will remain when mother earth throws richter scale earthquakes 
Replying to  @kawataru_j,Jan-01,replying to 
"The video footage aftermath the terrible earthquake at shopping mall in Komatsu of Ishikawa, Japan  (01.01.2024)  Video: Picpic Cypcyp TELEGRAM JOIN  https://t.me/Disaster_News",Jan-01,the video footage aftermath the terrible earthquake at shopping mall in komatsu of ishikawa japan video picpic cypcyp telegram join 
BIG Breaking: That's massively alarming and could have far reaching consequences. #japan is going to be a bit a #tsunami on the first day of 2024. #NewYear2024 #NewYear #earthquake,Jan-01,big breaking that massively alarming and could have far reaching consequences japan is going to be bit tsunami on the first day of newyear newyear earthquake
#BREAKINGNEWS A major 7.6-magnitude #earthquake occurred in #Japan. Everything shaking in #japan.  A #tsunami warning has also been issued.  Starting of #HappyNewYear2024 not good #Welcome2024 #Neukoelln #عام_2024,Jan-01, breakingnews major magnitude earthquake occurred in japan everything shaking in japan tsunami warning has also been issued starting of happynewyear not good welcome neukoelln عام_ 
Imagine when you wake up for the first morning of 2024 and Tsunami is ready welcome to welcome you   #japan #Tsunami #earthquake,Jan-01,imagine when you wake up for the first morning of and tsunami is ready welcome to welcome you japan tsunami earthquake
"New Year, 2024 and parts of Japan are welcomed with an Earthquake  of 7.6 magnitude   Hmmm, Pray for Japan",Jan-01,new year and parts of japan are welcomed with an earthquake of magnitude hmm pray for japan
Look at this damage in Japan. Terrible way to start 2024  #japan #earthquake #tsunami,Jan-01,look at this damage in japan terrible way to start japan earthquake tsunami
"Happy New Year 2024! I am very content with what I have and only pray that things stay the same, always. More importantly, prayer for Japan for the earthquake today. 明けましておめでとうございます。元旦早々佐渡付近で起きた大地震… どうか被害が最小限でありますように。#NewYear2024",Jan-01,happy new year am very content with what have and only pray that things stay the same always more importantly prayer for japan for the earthquake today 明けましておめでとうございます 元旦早々佐渡付近で起きた大地震 どうか被害が最小限でありますように newyear 
"Video footage of the moment a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #日本地震 #GempaJepang #JapanEarthquake #tsunami #TerremotodeJapón",Jan-01,video footage of the moment magnitude earthquake hit km north east of anamizu japan january local time earthquake japan 日本地震 gempajepang japanearthquake tsunami terremotodejapón
"A strong 7.6 earthquake has struck  #Japan coast on the morning of January 1, 2024. Waves as high 5m seen #ishikawa coast .#tsunami is feared to affect western Japan.pray for japan .May God protect the people of japan .amen #japan #earthquake",Jan-01, strong earthquake has struck japan coast on the morning of january waves as high seen ishikawa coast tsunami is feared to affect western japan pray for japan may god protect the people of japan amen japan earthquake
Terrible way to start 2024    A major 7.6-magnitude earthquake occurred in #Japan.  #tsunami,Jan-01,terrible way to start major magnitude earthquake occurred in japan tsunami
"Heavy damage aftermath the strong 7.6 Magnitude earthquake that hit in Noto peninsula, Japan  (01.01.2024)  TELEGRAM JOIN  https://t.me/Disaster_News",Jan-01,heavy damage aftermath the strong magnitude earthquake that hit in noto peninsula japan telegram join 
"More aftermath footage after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #日本地震 #JapanEarthquake #tsunami",Jan-01,more aftermath footage after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan 日本地震 japanearthquake tsunami
"#Japan  (January 01, 2024) #earthquakes  A tsunami up to one and a half meters high hit the west coast of Japan. A road destroyed by the earthquake in Ishikawa Prefecture.  How can we save the planet? Responsibility is everyone's responsibility! There is still a chance!",Jan-01, japan january earthquakes tsunami up to one and half meters high hit the west coast of japan road destroyed by the earthquake in ishikawa prefecture how can we save the planet responsibility is everyone responsibility there is still chance 
Replying to  @gunsnrosesgirl3,Jan-01,replying to 
"Hey guys!! Happy New Year 2024!!   There are a lot of things I'd like to post, but I will keep them on hold for now.  Japan was just hit by a 7.6 earthquake, so I'm going to keep an eye on the situation for all of our friends in Japan. Please show them some love and support.",Jan-01,hey guys happy new year there are lot of things like to post but will keep them on hold for now japan was just hit by earthquake so going to keep an eye on the situation for all of our friends in japan please show them some love and support 
"Breaking News   M 7.5 earthquake hits Japan    Everything is shaking, hard to believe this is the start of 2024",Jan-01,breaking news earthquake hits japan everything is shaking hard to believe this is the start of 
"Footage from the local Shinkansen station in Ishikawa prefecture after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #日本地震 #JapanEarthquake #tsunami",Jan-01,footage from the local shinkansen station in ishikawa prefecture after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan 日本地震 japanearthquake tsunami
Look at this damage in Japan. Terrible way to start 2024  #japan #earthquake #tsunami,Jan-01,look at this damage in japan terrible way to start japan earthquake tsunami
"Massive earthquake has struck Japan, not a great start to 2024.  I woke earlier and dropped a vase, burst into tears, wondered what was wrong with me - perhaps something in the ether - I have been contacting friends in Japan  - just waiting on a few more responses, so far so good",Jan-01,massive earthquake has struck japan not great start to woke earlier and dropped vase burst into tears wondered what was wrong with me perhaps something in the ether have been contacting friends in japan just waiting on few more responses so far so good
"Breaking News   M 7.5 earthquake hits Japan    Everything is shaking, hard to believe this is the start of 2024",Jan-01,breaking news earthquake hits japan everything is shaking hard to believe this is the start of 
"Footage from the local Shinkansen station in Ishikawa prefecture after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #日本地震 #JapanEarthquake #tsunami",Jan-01,footage from the local shinkansen station in ishikawa prefecture after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan 日本地震 japanearthquake tsunami
"Leap വർഷമായ 2024 ന്റെ തുടക്കത്തിൽ തന്നെ ലോകത്തിൽ നിന്ന് ദുഃഖകരമായ വാർത്തയാണല്ലോ   ജപ്പാനിൽ വൻതോതിലുള്ള 7.6 ഭൂകമ്പം, സുനാമി മുന്നറിയിപ്പുകളും പുറപ്പെടുവിച്ചിട്ടുണ്ട്.  #Japan #Earthquake #Tsunami",Jan-01,leap വർഷമ യ ന റ ത ടക കത ത ൽ തന ന ല കത ത ൽ ന ന ന ദ ഖകരമ യ വ ർത തയ ണല ല ജപ പ ന ൽ വൻത ത ല ള ള ഭ കമ പ സ ന മ മ ന നറ യ പ പ കള പ റപ പ ട വ ച ച ട ട ണ ട japan earthquake tsunami
So in 2024 we have (at minimum)  - continued genocide of Palestinians  - ongoing pandemic - severe earthquake + impending Tsunami in Japan  2024 is already shit,Jan-01,so in we have at minimum continued genocide of palestinians ongoing pandemic severe earthquake impending tsunami in japan is already shit
"Japan has been hit by a massive earthquake. Bullet trains, metros and buildings recorded shaking.  Day 1 of 2024!",Jan-01,japan has been hit by massive earthquake bullet trains metros and buildings recorded shaking day of 
And 2024 starts with this!! Looks soo scary and threatening. Heard Tsunami warnings are given   #Japanearthquake #Earthquake,Jan-01,and starts with this looks soo scary and threatening heard tsunami warnings are given japanearthquake earthquake
"#Tsunami #Warning Centre,  @ESSO_INCOIS  #Hyderabad detected an #earthquake of M7.2 on 01 January 2024 at 12:40 IST @ Near West Coast of Honshu, Japan.  NO TSUNAMI THREAT to #India.  Details at https://tsunami.incois.gov.in   @tummalasrini   @Ravi_MoES   @KirenRijiju   @moesgoi   @RijijuOffice",Jan-01, tsunami warning centre hyderabad detected an earthquake of on january at ist near west coast of honshu japan no tsunami threat to india details at 
"Moment of the strong 7.6 M earthquake in Noto of Ishikawa, Japan  (01.01.2024)  TELEGRAM JOIN  https://t.me/Disaster_News",Jan-01,moment of the strong earthquake in noto of ishikawa japan telegram join 
"Current conditions after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami #能登地震",Jan-01,current conditions after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami 能登地震
Tsunami warning issued in Japan after an earthquake. Welcome to 2024.,Jan-01,tsunami warning issued in japan after an earthquake welcome to 
"The strong 7.6 magnitude earthquake hits Kanazawa Station, Japan  (01.01.2024)  Video: Gingiraginchan(X)",Jan-01,the strong magnitude earthquake hits kanazawa station japan video gingiraginchan 
"Footage at a local train station the moment a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #TsunamiWarning   Weather Updates PK 2.0 - Jawad Memon / Pakistan Doppler",Jan-01,footage at local train station the moment magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunamiwarning weather updates pk jawad memon pakistan doppler
"Footage from inside a local store after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami",Jan-01,footage from inside local store after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
BREAKING! Ishikawa Prefecture region of Japan rings in the New Year 2024 with a 7.6 Magnitude Earthquake causing hazardous tsunamis up and down the Western coast.   Pray for Japan!,Jan-01,breaking ishikawa prefecture region of japan rings in the new year with magnitude earthquake causing hazardous tsunamis up and down the western coast pray for japan 
"Oh, that's a 7.8 magnitude Earthquake hitting Japan the instant 2024 began. Now they're expecting a tsunami that could flawlessly engulf houses. Please stay safe.",Jan-01,oh that magnitude earthquake hitting japan the instant began now they are expecting tsunami that could flawlessly engulf houses please stay safe 
"The strong 7.6 magnitude earthquake hits Kanazawa Station, Japan  (01.01.2024)  Video: Gingiraginchan(X) TELEGRAM JOIN  https://t.me/Disaster_News",Jan-01,the strong magnitude earthquake hits kanazawa station japan video gingiraginchan telegram join 
2024's 1st Natural Calamity   Japanese Meteorological Agency says a powerful 7.6 magnitude earthquake has struck Ishikawa Prefecture in Japan. #TsunamiWarning issued. #Tsunami waves are closer to the coast. Huge damages reported. Prayers   #Japan #Earthquake #HappyNewYear,Jan-01, st natural calamity japanese meteorological agency says powerful magnitude earthquake has struck ishikawa prefecture in japan tsunamiwarning issued tsunami waves are closer to the coast huge damages reported prayers japan earthquake happynewyear
"More aftermath footage after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #地震  #JapanEarthquake #tsunami",Jan-01,more aftermath footage after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan 地震 japanearthquake tsunami
"I know that the 2024 has begun in LA, but I am worried about Japan because of an earthquake of unprecedented magnitude and the resulting TSUNAMI warning that has been issued in Japan. Stay safe",Jan-01, know that the has begun in la but am worried about japan because of an earthquake of unprecedented magnitude and the resulting tsunami warning that has been issued in japan stay safe
"A reported M7,6 earthquake hits Japan first day of 2024   Thoughts go out to everyone affected   [ NHK]   https://twitter.com/sataketaken/status/1741719912283033927/video/1…",Jan-01, reported earthquake hits japan first day of thoughts go out to everyone affected nhk 
"Footage at a local train station the moment a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami",Jan-01,footage at local train station the moment magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
لقطات من محطة شينكانسن المحلية في مقاطعة إيشيكاوا، اثناء وقوع الزلزال القوي في #اليابان  #earthquake #japan #tsunami  #السنة_الجديدة_2024,Jan-01,لقطات من محطة شينكانسن المحلية في مقاطعة إيشيكاوا اثناء وقوع الزلزال القوي في اليابان earthquake japan tsunami السنة_الجديدة_ 
"Aftermath footage after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami",Jan-01,aftermath footage after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
This Is Really Bad   Very Shocked To See 1st Day Of The Year 2024  #Japan #tsunami #earthquake,Jan-01,this is really bad very shocked to see st day of the year japan tsunami earthquake
"Exactly the same region: Implications of Fault‐Valve Behavior From Immediate Aftershocks Following the 2023 Mj6.5 Earthquake Beneath the Noto Peninsula, Central Japan - Kato - 2024 - Geophysical Research Letters - Wiley Online Library",Jan-01,exactly the same region implications of fault valve behavior from immediate aftershocks following the mj earthquake beneath the noto peninsula central japan kato geophysical research letters wiley online library
"#NewYear 2024 starts with #Earthquake of 7.6 magnitude in #Japan, Praying for their safety and lives",Jan-01, newyear starts with earthquake of magnitude in japan praying for their safety and lives
"2024 didn't start in the best of ways in Japan.   A preliminary M7.6 earthquake hit central Japan, triggering a tsunami warning and advisories for residents to evacuate  The clip is from about one hour ago.  [ NHK] https://twitter.com/sataketaken/status/1741719912283033927/video/1…",Jan-01, didn start in the best of ways in japan preliminary earthquake hit central japan triggering tsunami warning and advisories for residents to evacuate the clip is from about one hour ago nhk 
Ultima hora Lamentable olas de #tsunami se registran a lo largo de la costa del oeste de Japón  tras el #terremoto de M7.5 hoy 1º de enero 2024. Se insta a la gente a evacuar! #Earthquake #Japan  Vía  @BNONews,Jan-01,ultima hora lamentable olas de tsunami se registran lo largo de la costa del oeste de japón tras el terremoto de hoy º de enero se insta la gente evacuar earthquake japan vía 
So I spent the first few minutes of 2024 RTing a major earthquake in Japan and the expected tsunami?,Jan-01,so spent the first few minutes of rting major earthquake in japan and the expected tsunami 
"More footage from the effects after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami",Jan-01,more footage from the effects after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
" Japan Earthquake   7.6 & 6.2 Earthquakes & reported Tsunamis in Japan, allegedly 500km from Epicentre.  2024 is going to be without a doubt the craziest in Human history.  Part of the reason for this is that the Globalist Lunatics are engaged in mass weather manipulation &… Show more",Jan-01, japan earthquake earthquakes reported tsunamis in japan allegedly km from epicentre is going to be without doubt the craziest in human history part of the reason for this is that the globalist lunatics are engaged in mass weather manipulation show more
Ultima hora Lamentable olas de #tsunami se registran a lo largo de la costa del oeste de Japón  tras el #amici23 terremoto de M7.5 hoy 1º de enero 2024. Se insta a la gente a evacuar! #Earthquake #Japan  Vía  @BNONews,Jan-01,ultima hora lamentable olas de tsunami se registran lo largo de la costa del oeste de japón tras el amici terremoto de hoy º de enero se insta la gente evacuar earthquake japan vía 
"More footage after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami  HAB",Jan-01,more footage after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami hab
#Japan #Earthquake #Tsunami Fresh... welcome 2024,Jan-01, japan earthquake tsunami fresh welcome 
เกิดแผ่นดินไหวขนาด 7.4 แมกนิจูด ห่างชายฝั่งตะวันตกของญี่ปุ่น  รัฐบาลเตือนภัยสึนามิ  คลื่นสูงอย่างน้อย 5 เมตร  ให้ประชาชนรีบอพยพ ด่วน    #Japan #tsunami #warning #地震 #earthquake #สึนามิ #ญี่ปุ่น #2024,Jan-01,เก ดแผ นด นไหวขนาด แมกน จ ด ห างชายฝ งตะว นตกของญ ป น ร ฐบาลเต อนภ ยส นาม คล นส งอย างน อย เมตร ให ประชาชนร บอพยพ ด วน japan tsunami warning 地震 earthquake ส นาม ญ ป น 
Horrible Visuals from Japan-  2024 just started with 7.6 earthquake hits #Japan triggering a #tsunami    #Japan #tsunami #warning #deprem #sismo #地震 #earthquake,Jan-01,horrible visuals from japan just started with earthquake hits japan triggering tsunami japan tsunami warning deprem sismo 地震 earthquake
"Footage after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami",Jan-01,footage after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
"* AN EARTHQUAKE WITH A PRELIMINARY MAGNITUDE OF 7.4 OCCURRED NEAR THE WEST COAST OF HONSHU, JAPAN AT 0710 UTC ON MONDAY JAN. 1 2024. * BASED ON THE PRELIMINARY EARTHQUAKE PARAMETERS... HAZARDOUS TSUNAMI WAVES ARE POSSIBLE FOR COASTS LOCATED WITHIN 300 KM OF EARTHQUAKE EPICENTER.",Jan-01, an earthquake with preliminary magnitude of occurred near the west coast of honshu japan at utc on monday jan based on the preliminary earthquake parameters hazardous tsunami waves are possible for coasts located within km of earthquake epicenter 
"Conditions on the western coast of Japan, a tsunami warning were issued earlier after a Magnitude 7.4 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #tsunami",Jan-01,conditions on the western coast of japan tsunami warning were issued earlier after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
