text,date,category,processed_text
"#News via #FOXNEWS ""Iran-Iraq earthquake kills hundreds, officials say"" https://t.co/pgRYm9BRKi https://t.co/J3NtUw2SNr",13_11_2017,injured_or_dead_people, news via foxnews iran iraq earthquake kills hundreds officials say 
Some #pictures from #earthquake #Iran-Iraq border in Kermanshah shows different #damages. https://t.co/9jSv3o9QE9,13_11_2017,other_relevant_information,some pictures from earthquake iran iraq border in kermanshah shows different damages 
Some #pictures from #earthquake #Iran-Iraq border in Kermanshah shows different #damages. https://t.co/9jSv3o9QE9,13_11_2017,other_relevant_information,some pictures from earthquake iran iraq border in kermanshah shows different damages 
Some #pictures from #earthquake #Iran-Iraq border in Kermanshah shows different #damages. https://t.co/9jSv3o9QE9,13_11_2017,other_relevant_information,some pictures from earthquake iran iraq border in kermanshah shows different damages 
Some #pictures from #earthquake #Iran-Iraq border in Kermanshah shows different #damages. https://t.co/9jSv3o9QE9,13_11_2017,other_relevant_information,some pictures from earthquake iran iraq border in kermanshah shows different damages 
Iran Iraq earthquake pictures show devastating damage as villages cut off by landslides | The Locus ... https://t.co/AcFSi8acFl,13_11_2017,infrastructure_and_utility_damage,iran iraq earthquake pictures show devastating damage as villages cut off by landslides the locus 
7.3 Magnitude Earthquake Kills Hundreds in Middle East https://t.co/EvGKRkkel7 https://t.co/ECpkWQWvls,13_11_2017,injured_or_dead_people, magnitude earthquake kills hundreds in middle east 
"Iran-Iraq earthquake kills a whole bunch, officers say https://t.co/OP1an6JfP3 https://t.co/sM0Tssrrg5",13_11_2017,injured_or_dead_people,iran iraq earthquake kills whole bunch officers say 
RT @ClimateRealists: Breaking: Coronal Hole Update: Major M7.2 Earthquake Hits Iraq.. more to follow https://t.co/HAnzxdgFMM,13_11_2017,other_relevant_information,rt breaking coronal hole update major earthquake hits iraq more to follow 
More than 300 killed after powerful quake on Iran-Iraq border https://t.co/SNyFeb6aCc https://t.co/naS0VZM2se,13_11_2017,injured_or_dead_people,more than killed after powerful quake on iran iraq border 
Some of the disgusting top comments on Fox News' post about the Iran earthquake that has killed over 200 people https://t.co/1WGzyUXzu2,13_11_2017,injured_or_dead_people,some of the disgusting top comments on fox news post about the iran earthquake that has killed over people 
"Iran-Iraq earthquake: Hundreds killed as border region hit - https://t.co/249pJ5LNxG, , #World-News https://t.co/7HQuv8pFpY",13_11_2017,injured_or_dead_people,iran iraq earthquake hundreds killed as border region hit world news 
RT @Iran: Leader’s message on western #IranEarthquake https://t.co/QXYVCS5oD5 #Iran #Khamenei https://t.co/IQ8CBN87sh,13_11_2017,not_humanitarian,rt leader message on western iranearthquake iran khamenei 
Is this for real? #FollowTheWhiteRabbit https://t.co/xTF0aRCPN2 https://t.co/1NXHvY340e,13_11_2017,not_humanitarian,is this for real followthewhiterabbit 
Our deepest condolence for the victims of #earthquake - Team @SaversPK #iran #Iraq https://t.co/cZta7kT5Cz,13_11_2017,other_relevant_information,our deepest condolence for the victims of earthquake team iran iraq 
"#BREAKING update: Iran says earthquake kills 341, injures 5,953 https://t.co/XfTyIxTnWg",13_11_2017,injured_or_dead_people, breaking update iran says earthquake kills injures 
"Rescue, Relief Efforts Underway in Iran after Big Earthquake #Iran https://t.co/F0QKEOxZSL",13_11_2017,rescue_volunteering_or_donation_effort,rescue relief efforts underway in iran after big earthquake iran 
Response to last night's #EarthquakeIraq from @OCHAIraq. Full report: https://t.co/LpqpBVUfnE https://t.co/9ejFsizkAE,13_11_2017,other_relevant_information,response to last night earthquakeiraq from full report 
Response to last night's #EarthquakeIraq from @OCHAIraq. Full report: https://t.co/LpqpBVUfnE https://t.co/9ejFsizkAE,13_11_2017,other_relevant_information,response to last night earthquakeiraq from full report 
Response to last night's #EarthquakeIraq from @OCHAIraq. Full report: https://t.co/LpqpBVUfnE https://t.co/9ejFsizkAE,13_11_2017,other_relevant_information,response to last night earthquakeiraq from full report 
THE LATEST: Death toll in powerful Iran-Iraq earthquake passes 300 https://t.co/EdA2CO188y https://t.co/sCvUqubMC5,13_11_2017,injured_or_dead_people,the latest death toll in powerful iran iraq earthquake passes 
"A devastating earthquake has claimed hundreds of lives, details still emerging. https://t.co/X5USh4YbHB https://t.co/iWgg4pyqBO",13_11_2017,injured_or_dead_people, devastating earthquake has claimed hundreds of lives details still emerging 
RT @irishtimesvideo: ► VIDEO: Kurdish TV shows destroyed buildings after Iraq earthquake https://t.co/RpeFBZkjus https://t.co/FDFp3qkbD8,13_11_2017,infrastructure_and_utility_damage,rt video kurdish tv shows destroyed buildings after iraq earthquake 
(Iran earthquake: Death toll soars to more than 350) has been published on News Paper Time - https://t.co/h2klwPJZfH https://t.co/SgNgSWe7u1,13_11_2017,injured_or_dead_people, iran earthquake death toll soars to more than has been published on news paper time 
"With blessing health for the all injuries , and patience for the survivors for #earthquake in #Iran . https://t.co/kb8dAW7j56",13_11_2017,injured_or_dead_people,with blessing health for the all injuries and patience for the survivors for earthquake in iran 
Saddest pic of earthquake of Iran-Iraq RIP birthdayboy https://t.co/sfmMGNA3wi,13_11_2017,other_relevant_information,saddest pic of earthquake of iran iraq rip birthdayboy 
Morning Update newsletter: Trudeau speaks out on Bill 62; earthquake hits Iran-Iraq border https://t.co/aYuKNyKWpf https://t.co/0iVLoRsC97,13_11_2017,other_relevant_information,morning update newsletter trudeau speaks out on bill earthquake hits iran iraq border 
RT @leilajou: #Iran Health Minister Meeting to discuss #relief plan #earthquake https://t.co/NKqTRZ637K,13_11_2017,other_relevant_information,rt iran health minister meeting to discuss relief plan earthquake 
"RT @krishna77442854: Earthquake strikes Kuwait moment before , peoples are in fear. https://t.co/NtTemSxTmY",13_11_2017,affected_individuals,rt earthquake strikes kuwait moment before peoples are in fear 
RT @weatherbryan: 2nd large earthquake today. Iraq had a M7.2 this morning. There was just a M6.5 in Costa Rica. https://t.co/cG0RiFTKw0,13_11_2017,other_relevant_information,rt nd large earthquake today iraq had this morning there was just in costa rica 
RT @alialsalim: Magnitude 7.2 earthquake hits Iraq/Iran border towns. Felt throughout the Gulf as far as Dubai https://t.co/SQV1StH6QQ,13_11_2017,other_relevant_information,rt magnitude earthquake hits iraq iran border towns felt throughout the gulf as far as dubai 
Iran-Iraq earthquake: Rescuers in race for survivors https://t.co/stR3S9pHF2 https://t.co/OaQOpxdFj6,13_11_2017,rescue_volunteering_or_donation_effort,iran iraq earthquake rescuers in race for survivors 
AJEnglish: Rescue efforts under way after Iran-Iraq earthquake as the death toll rises to more than 320 … https://t.co/ZtGLT6o6l0,13_11_2017,injured_or_dead_people,ajenglish rescue efforts under way after iran iraq earthquake as the death toll rises to more than 
"Over 320 Dead, Thousands Injured in Major Quake From The Weather Channel iPhone App https://t.co/ZSht84EMSE https://t.co/jOKDLPKUIY",13_11_2017,injured_or_dead_people,over dead thousands injured in major quake from the weather channel iphone app 
Iraq: Humanitarian partners are rushing to help the victims of the earthquake #humanitarian #newzealand #auckland https://t.co/4sBt9w1onl,13_11_2017,rescue_volunteering_or_donation_effort,iraq humanitarian partners are rushing to help the victims of the earthquake humanitarian newzealand auckland 
"Strong Earthquake Hits Kurdish Regions in Iraq and Iran, Leaving Hundreds of Casualties https://t.co/SEkmjrILT9 https://t.co/dGIWZIX4Fe",13_11_2017,injured_or_dead_people,strong earthquake hits kurdish regions in iraq and iran leaving hundreds of casualties 
Video of live TV interview shows the moment a powerful earthquake hit Iraq https://t.co/wgBzUTtxRo https://t.co/mSYH9d8rxo,13_11_2017,other_relevant_information,video of live tv interview shows the moment powerful earthquake hit iraq 
No Malaysian were reported to be present at the #Iran #earthquake area - Wisma Putra https://t.co/XO5MsvrncE,13_11_2017,other_relevant_information,no malaysian were reported to be present at the iran earthquake area wisma putra 
This just in ...Recent earthquake's ...Iran still shaking be nice now God is Watching https://t.co/D2xxjaZJ8g,13_11_2017,not_humanitarian,this just in recent earthquake iran still shaking be nice now god is watching 
RT @TWOFORTYEIGHTAM: What Earthquake? https://t.co/tXRK5fRocO https://t.co/hMYWCvHzqK,13_11_2017,not_humanitarian,rt what earthquake 
Thoughts &amp; Prayers for our brothers &amp; sisters effected by #earthquake at Iran-Iraq border area. #EarthQuakeIraq https://t.co/5pNBSnC9mN,13_11_2017,other_relevant_information,thoughts amp prayers for our brothers amp sisters effected by earthquake at iran iraq border area earthquakeiraq 
Thoughts &amp; Prayers for our brothers &amp; sisters effected by #earthquake at Iran-Iraq border area. #EarthQuakeIraq https://t.co/5pNBSnC9mN,13_11_2017,other_relevant_information,thoughts amp prayers for our brothers amp sisters effected by earthquake at iran iraq border area earthquakeiraq 
Latest numbers emerging from earthquake that hit #Iran &amp; #Iraq - 211 dead &amp; 2504 injured in Iran https://t.co/VELDpduSWz,13_11_2017,injured_or_dead_people,latest numbers emerging from earthquake that hit iran amp iraq dead amp injured in iran 
Latest numbers emerging from earthquake that hit #Iran &amp; #Iraq - 211 dead &amp; 2504 injured in Iran https://t.co/VELDpduSWz,13_11_2017,injured_or_dead_people,latest numbers emerging from earthquake that hit iran amp iraq dead amp injured in iran 
Latest numbers emerging from earthquake that hit #Iran &amp; #Iraq - 211 dead &amp; 2504 injured in Iran https://t.co/VELDpduSWz,13_11_2017,injured_or_dead_people,latest numbers emerging from earthquake that hit iran amp iraq dead amp injured in iran 
Latest numbers emerging from earthquake that hit #Iran &amp; #Iraq - 211 dead &amp; 2504 injured in Iran https://t.co/VELDpduSWz,13_11_2017,injured_or_dead_people,latest numbers emerging from earthquake that hit iran amp iraq dead amp injured in iran 
#Video #News via #CNN: Moment Iran-Iraq earthquake struck | https://t.co/gwRy80xTr7 https://t.co/xE0bEIvJE0,13_11_2017,other_relevant_information, video news via cnn moment iran iraq earthquake struck 
"Yesterday an earthquake shattered the country of Iraq killing 330 and injuring almost 4,000 others. #prayforiraq https://t.co/jX7QIP570X",13_11_2017,injured_or_dead_people,yesterday an earthquake shattered the country of iraq killing and injuring almost others prayforiraq 
Iran / Iraq gets hit with an earthquake. Boo fucking hoo. Allah not that great then? Or was he busy fucking a goat? https://t.co/q7z7tZlbCt,13_11_2017,not_humanitarian,iran iraq gets hit with an earthquake boo fucking hoo allah not that great then or was he busy fucking goat 
Iran / Iraq gets hit with an earthquake. Boo fucking hoo. Allah not that great then? Or was he busy fucking a goat? https://t.co/q7z7tZlbCt,13_11_2017,other_relevant_information,iran iraq gets hit with an earthquake boo fucking hoo allah not that great then or was he busy fucking goat 
Iran / Iraq gets hit with an earthquake. Boo fucking hoo. Allah not that great then? Or was he busy fucking a goat? https://t.co/q7z7tZlbCt,13_11_2017,not_humanitarian,iran iraq gets hit with an earthquake boo fucking hoo allah not that great then or was he busy fucking goat 
Iran / Iraq gets hit with an earthquake. Boo fucking hoo. Allah not that great then? Or was he busy fucking a goat? https://t.co/q7z7tZlbCt,13_11_2017,not_humanitarian,iran iraq gets hit with an earthquake boo fucking hoo allah not that great then or was he busy fucking goat 
RT @eblees: A 7.2 earthquake just hit Iraq &amp; surrounding regions. I hope everyone is safe! https://t.co/YkBkRqJMDA,13_11_2017,other_relevant_information,rt earthquake just hit iraq amp surrounding regions hope everyone is safe 
PHOTO GALLERY: Earthquake hits Iraq and Iran https://t.co/Utvq8Mx6gb https://t.co/HRClnyx5Us,13_11_2017,other_relevant_information,photo gallery earthquake hits iraq and iran 
Please protect the suffering especially children today #earthquake in Iran/Persia https://t.co/uf6rdgRoMB,13_11_2017,not_humanitarian,please protect the suffering especially children today earthquake in iran persia 
Hundreds dead in Iran #earthquake https://t.co/FxhNqNt8qK,13_11_2017,injured_or_dead_people,hundreds dead in iran earthquake 
328 die as massive #earthquake hit Kermanshah province of Iran along Iraq border #Iran https://t.co/yA6mMEu2WS,13_11_2017,injured_or_dead_people, die as massive earthquake hit kermanshah province of iran along iraq border iran 
Iran-Iraq earthquake survivor: ’We could see the house collapsing’ – video report https://t.co/zB1LeJ7ssl https://t.co/No1bTErMuN,13_11_2017,infrastructure_and_utility_damage,iran iraq earthquake survivor we could see the house collapsing video report 
"#News ""Iran and Iraq reel after devastating earthquake kills hundreds"" via #USAToday | https://t.co/P8pl8La5vv https://t.co/O1srypEGNv",13_11_2017,injured_or_dead_people, news iran and iraq reel after devastating earthquake kills hundreds via usatoday 
Powerful earthquake strikes near Iraqi city of Halabja https://t.co/93mG7BV1q3 https://t.co/E8cBGWbLHH,13_11_2017,other_relevant_information,powerful earthquake strikes near iraqi city of halabja 
.@Maryam_Rajavi's Urgent Appeal to Save Victims of #Earthquake in #Iran https://t.co/hvvapnC8Bc https://t.co/hRPAV4er4b,13_11_2017,rescue_volunteering_or_donation_effort, urgent appeal to save victims of earthquake in iran 
RT @LastQuake: #Earthquake (#زلزله) possibly felt 2 min ago in Northern Iran. Felt it? See https://t.co/wPtMW5ND1t https://t.co/CMwGBaGqdZ,13_11_2017,other_relevant_information,rt earthquake زلزله possibly felt min ago in northern iran felt it see 
RT @TruTawar: Earthquake Kurdistan Iran https://t.co/XMnZQiwhYr,13_11_2017,other_relevant_information,rt earthquake kurdistan iran 
RT @TruTawar: Earthquake Kurdistan Iran https://t.co/XMnZQiwhYr,13_11_2017,other_relevant_information,rt earthquake kurdistan iran 
My heart goes with Iran and Iraq 7.3 #earthquake . Pray for sarpol-e zahab and #Kurdistan ὤFὤFὤF὚4὚4὚4 https://t.co/rSvmmreHlj,13_11_2017,not_humanitarian,my heart goes with iran and iraq earthquake pray for sarpol zahab and kurdistan ὤfὤfὤf 
#Earthquake Kurdistan - Updated toll: 410 people killed and 7000+ injured :( :( - https://t.co/nX21SoJL3z https://t.co/MZ3JS8VzZQ,13_11_2017,injured_or_dead_people, earthquake kurdistan updated toll people killed and injured smile 
"Deadly Quake: 328 People Dead and 2,500 Wounded as Terrible Earthquake Rocks… https://t.co/sfFet8uWrs https://t.co/GxGy1gkylp",13_11_2017,injured_or_dead_people,deadly quake people dead and wounded as terrible earthquake rocks 
See the moment the earthquake struck https://t.co/GnxeYLgvg6 #USNews #USRC https://t.co/8JMMYlFHRY,13_11_2017,not_humanitarian,see the moment the earthquake struck usnews usrc 
New activation [#EMSR256]: Earthquake in Iraq https://t.co/0xHPjz0OJv #Copernicus #Earthquake #EUCivPro https://t.co/fxHl27wJGy,13_11_2017,not_humanitarian,new activation emsr earthquake in iraq copernicus earthquake eucivpro 
"#LATEST #UPDATE Iraq-Iran M7.5 earthquake -- 372+ killed, 6,000+ wounded https://t.co/9PN5Vsowtj https://t.co/H0ywPgvy9x",13_11_2017,injured_or_dead_people, latest update iraq iran earthquake killed wounded 
"RT @YerevanSaeed: According to earthquake info 7.2 M earthquake hits Halabja area, Kurdistan. https://t.co/SjKbgkWpXQ",13_11_2017,other_relevant_information,rt according to earthquake info earthquake hits halabja area kurdistan 
"RT @YerevanSaeed: According to earthquake info 7.2 M earthquake hits Halabja area, Kurdistan. https://t.co/SjKbgkWpXQ",13_11_2017,other_relevant_information,rt according to earthquake info earthquake hits halabja area kurdistan 
Devastating images from Iranian cities impacted by last night's earthquake. #Iran #earthquake https://t.co/yUXgtqGVcD,13_11_2017,other_relevant_information,devastating images from iranian cities impacted by last night earthquake iran earthquake 
Devastating images from Iranian cities impacted by last night's earthquake. #Iran #earthquake https://t.co/yUXgtqGVcD,13_11_2017,other_relevant_information,devastating images from iranian cities impacted by last night earthquake iran earthquake 
Devastating images from Iranian cities impacted by last night's earthquake. #Iran #earthquake https://t.co/yUXgtqGVcD,13_11_2017,other_relevant_information,devastating images from iranian cities impacted by last night earthquake iran earthquake 
Devastating images from Iranian cities impacted by last night's earthquake. #Iran #earthquake https://t.co/yUXgtqGVcD,13_11_2017,other_relevant_information,devastating images from iranian cities impacted by last night earthquake iran earthquake 
V⁯ideo: Horrible scenes of earthquake at super store in Iraq - https://t.co/KwtsU10Fef #Pakistan https://t.co/RXXwhNY5nn,13_11_2017,other_relevant_information, ideo horrible scenes of earthquake at super store in iraq pakistan 
Earthquake in Kuwait https://t.co/0JDcFJXoPU https://t.co/mrlHekzGmw,13_11_2017,other_relevant_information,earthquake in kuwait 
United in #Prayer for Iran &amp; Iraq after deadly earthquake. #PrayforIran #PrayforIraq ✝️ https://t.co/xubd3rKjJ1,13_11_2017,not_humanitarian,united in prayer for iran amp iraq after deadly earthquake prayforiran prayforiraq 
#Iran declares three days #mourning after 7.3 #quake https://t.co/VyIIfpuT6J #Iraq #earthquake https://t.co/xw8VL1yjhR,13_11_2017,other_relevant_information, iran declares three days mourning after quake iraq earthquake 
Official tells news agencies that Iran's death toll in powerful earthquake rises to 407 https://t.co/kJnT6YnWEb https://t.co/38MBH4Y3kC,13_11_2017,injured_or_dead_people,official tells news agencies that iran death toll in powerful earthquake rises to 
RT @Tasnimnews_EN: #Iran Continues Exporting Gas to #Iraq despite Strong Earthquake https://t.co/gqA1yjTPev https://t.co/MmYk6Xf7oM,13_11_2017,not_humanitarian,rt iran continues exporting gas to iraq despite strong earthquake 
"Pakistan extends sympathies over loss of lives in Iran, Iraq after earthquake https://t.co/GNkUgBRfRj https://t.co/6fydRHtMMD",13_11_2017,other_relevant_information,pakistan extends sympathies over loss of lives in iran iraq after earthquake 
"In Iraq, live TV interview interrupted by powerful earthquake. Watch https://t.co/miXeUhziJj https://t.co/eW6OvU7e8s",13_11_2017,other_relevant_information,in iraq live tv interview interrupted by powerful earthquake watch 
Earthquake in Iran. I don't know what to say. I wish I had the right words to comfort these kids and people! https://t.co/w8banNcSTM,13_11_2017,other_relevant_information,earthquake in iran don know what to say wish had the right words to comfort these kids and people 
Turkey sends aid to Kurdistan Region earthquake victims https://t.co/qOiZfPbW8w #Iraq #TwitterKurds https://t.co/UKp0NAy50j,13_11_2017,rescue_volunteering_or_donation_effort,turkey sends aid to kurdistan region earthquake victims iraq twitterkurds 
RT @africanviews: The damaged house in Iran following Sunday earthquake measuring 7.3 magnitude https://t.co/TJIG2hQ7qy,13_11_2017,infrastructure_and_utility_damage,rt the damaged house in iran following sunday earthquake measuring magnitude 
ISESCO expresses its condolences over earthquake in Iraq-Iran border region https://t.co/LJhcHkZpBP,13_11_2017,other_relevant_information,isesco expresses its condolences over earthquake in iraq iran border region 
Iran Hunts for Survivors Following Devastating Earthquake https://t.co/Oe2YtDr3kl https://t.co/sARmUohn1q,13_11_2017,rescue_volunteering_or_donation_effort,iran hunts for survivors following devastating earthquake 
Video: Force of Iran-Iraq earthquake sends items flying off shop shelves in Kuwait https://t.co/TzACn199S5 https://t.co/GcibsTVsUR,13_11_2017,rescue_volunteering_or_donation_effort,video force of iran iraq earthquake sends items flying off shop shelves in kuwait 
Today's @LBC Drive in 8 words... Acid attacks Brexit Rohinga crisis Iraq/Iran Earthquake https://t.co/1U78wi73DU,13_11_2017,other_relevant_information,today drive in words acid attacks brexit rohinga crisis iraq iran earthquake 
Video: Footage from #Iraq Kurdistan of quake that struck late Sunday https://t.co/YuJGFWmfYl https://t.co/yjGocgsL0S,13_11_2017,other_relevant_information,video footage from iraq kurdistan of quake that struck late sunday 
New post (Iran-Iraq border earthquake is deadliest of 2017) has been published on OursTube - https://t.co/jxkPqarnJD https://t.co/APZg8xvMnA,13_11_2017,injured_or_dead_people,new post iran iraq border earthquake is deadliest of has been published on ourstube 
"On Monday morning, #Iran gave a provisional toll of more than 200 dead.#earthquake https://t.co/9WnnGaRju9 … … https://t.co/T5RgOamZjz",13_11_2017,injured_or_dead_people,on monday morning iran gave provisional toll of more than dead earthquake 
Lmk why no one is talking about this GIANT earthquake that hit Iran/Iraq last night https://t.co/Kv8jhDt27R,13_11_2017,other_relevant_information,let me know why no one is talking about this giant earthquake that hit iran iraq last night 
RT @CBCNews: Dozens killed after 7.2 earthquake rocks Iran-Iraq border https://t.co/dClN9vTUZk https://t.co/u6vfSFYjVx,13_11_2017,injured_or_dead_people,rt dozens killed after earthquake rocks iran iraq border 
National Earthquake Information Center https://t.co/g27EugMEu0 Iraq https://t.co/1Zcaodc9Xh,13_11_2017,not_humanitarian,national earthquake information center iraq 
National Earthquake Information Center https://t.co/g27EugMEu0 Iraq https://t.co/1Zcaodc9Xh,13_11_2017,not_humanitarian,national earthquake information center iraq 
National Earthquake Information Center https://t.co/g27EugMEu0 Iraq https://t.co/1Zcaodc9Xh,13_11_2017,not_humanitarian,national earthquake information center iraq 
"70,000 people need shelter after this 7.3-magnitude earthquake hit the border of Iran and Iraq. #SendingPrayersὤFἿD https://t.co/BL3FXUGhnM",13_11_2017,affected_individuals, people need shelter after this magnitude earthquake hit the border of iran and iraq sendingprayersὤfἷd 
#Algeria How social media told story of Iran-Iraq earthquake https://t.co/8PeXeADZFu #الجزائر https://t.co/gTgAqPgDcf,13_11_2017,other_relevant_information, algeria how social media told story of iran iraq earthquake الجزائر 
Iran-Iraq὆9ἿD‍⚕️ὤFἿCFor the Citizens of ἞E἟7+἞E἟6The majority are victims of Greedy Men &amp; now Earthquake‼️ https://t.co/jK78XLYRMe,13_11_2017,other_relevant_information,iran iraq ἷd ὤfἷcfor the citizens of the majority are victims of greedy men amp now earthquake 
HI HELLO I AM GOD HERE ORDER PLEASE FIX ALL PRESIDENT ARE COUNTRY EMERGENCY HELP IRAQ AND IRAN HAVE EARTHQUAKE ! https://t.co/KeiP43dZXr,13_11_2017,not_humanitarian,hi hello am god here order please fix all president are country emergency help iraq and iran have earthquake 
"RT @borzou: Magnitude 7.4 earthquake strikes along Iraq-Iran border, 32 km from town of Halabja. Via @USGS https://t.co/RvSpTI7NHc",13_11_2017,other_relevant_information,rt magnitude earthquake strikes along iraq iran border km from town of halabja via 
(Buzzfeed):#Devastating Photographs Show The #Aftermath Of The Deadly Earthquake On The.. https://t.co/lfKoUQVheo https://t.co/UAgGifiPhN,13_11_2017,other_relevant_information, buzzfeed sad devastating photographs show the aftermath of the deadly earthquake on the 
Photos show devastation left behind by 7.3 quake near Iran-Iraq border https://t.co/bZNqpup7bV https://t.co/IHeNlB2Kcj,13_11_2017,other_relevant_information,photos show devastation left behind by quake near iran iraq border 
"USGS Earthquake summary posters – Halabjah, Iraq (website) #UAlbanyGovInfo #UAlbanyLibs https://t.co/oVZNPXu45r https://t.co/bsvYtCUROQ",13_11_2017,other_relevant_information,usgs earthquake summary posters halabjah iraq website ualbanygovinfo ualbanylibs 
"RT @edrormba: #Israel sends condolences to #Iran, #Iraq after catastrophic #earthquake. https://t.co/KwNTWRq8hI https://t.co/aJ9LjK8zix",13_11_2017,other_relevant_information,rt israel sends condolences to iran iraq after catastrophic earthquake 
These Images From The Earthquake's Aftermath In Iran Will Break Your Heart https://t.co/7R4CjoWcnS via @AnupKaphle https://t.co/ctjq1H8VRU,13_11_2017,other_relevant_information,these images from the earthquake aftermath in iran will break your heart via 
These Images From The Earthquake's Aftermath In Iran Will Break Your Heart https://t.co/7R4CjoWcnS via @AnupKaphle https://t.co/ctjq1H8VRU,13_11_2017,other_relevant_information,these images from the earthquake aftermath in iran will break your heart via 
These Images From The Earthquake's Aftermath In Iran Will Break Your Heart https://t.co/7R4CjoWcnS via @AnupKaphle https://t.co/ctjq1H8VRU,13_11_2017,other_relevant_information,these images from the earthquake aftermath in iran will break your heart via 
These Images From The Earthquake's Aftermath In Iran Will Break Your Heart https://t.co/7R4CjoWcnS via @AnupKaphle https://t.co/ctjq1H8VRU,13_11_2017,other_relevant_information,these images from the earthquake aftermath in iran will break your heart via 
"M7.3 #earthquake 32km S of #Halabjah, #Iraq https://t.co/RaWMa9c146 #Sulaymānīyah #USGS #Geology https://t.co/SRb3uGuvWk",13_11_2017,not_humanitarian, earthquake km of halabjah iraq sulaymānīyah usgs geology 
"Earthquake in iran, quit and others.. https://t.co/w6UUGxB5g0",13_11_2017,other_relevant_information,earthquake in iran quit and others 
#Earthquake effect Kuwait version #TamilansὄDὄCὊAἿB https://t.co/YUzFsDmxov,13_11_2017,other_relevant_information, earthquake effect kuwait version tamilansὄdὄcὂaἷb 
#Earthquake effect Kuwait version #TamilansὄDὄCὊAἿB https://t.co/YUzFsDmxov,13_11_2017,not_humanitarian, earthquake effect kuwait version tamilansὄdὄcὂaἷb 
#Earthquake effect Kuwait version #TamilansὄDὄCὊAἿB https://t.co/YUzFsDmxov,13_11_2017,not_humanitarian, earthquake effect kuwait version tamilansὄdὄcὂaἷb 
Earthquake hits border of Iran and Iraq – in pictures https://t.co/MzUg1cJpqE #Noticias #Actualidad #News https://t.co/TgpopbUXy8,13_11_2017,other_relevant_information,earthquake hits border of iran and iraq in pictures noticias actualidad news 
In photos: Survivor search continues after earthquake decimates Iran and Iraq https://t.co/zputaZJ02M https://t.co/hOQv9NeW88,13_11_2017,rescue_volunteering_or_donation_effort,in photos survivor search continues after earthquake decimates iran and iraq 
The Iran #earthquake as recorded at the SEP seismometer installed at @ICTJA_CSIC https://t.co/N4xELoWL1J,13_11_2017,other_relevant_information,the iran earthquake as recorded at the sep seismometer installed at 
The Iran #earthquake as recorded at the SEP seismometer installed at @ICTJA_CSIC https://t.co/N4xELoWL1J,13_11_2017,other_relevant_information,the iran earthquake as recorded at the sep seismometer installed at 
Pope offers ‘prayerful solidarity’ to Iran-Iraq earthquake victims https://t.co/5PjONWWwWS https://t.co/6elSjgEDLm,13_11_2017,not_humanitarian,pope offers prayerful solidarity to iran iraq earthquake victims 
A scene of devastation in west of Iran due to recent earthquake. https://t.co/7qbN3zpIJ5,13_11_2017,infrastructure_and_utility_damage, scene of devastation in west of iran due to recent earthquake 
"Grieving for lost family member, Iran earthquake https://t.co/qWCqXizL3I",13_11_2017,other_relevant_information,grieving for lost family member iran earthquake 
RT @Pasargad_Bank: Our condolences due to loss of last night’s #earthquake victimsὤFἿBὤFἿBὤFἿB #iran #زلزله‌کرمانشاه https://t.co/adm58F7lSO,13_11_2017,not_humanitarian,rt our condolences due to loss of last night earthquake victimsὤfἷbὤfἷbὤfἷb iran زلزله کرمانشاه 
The Latest: Italy sends aid after Iran earthquake https://t.co/UYEnuZmO5Q https://t.co/x0jH69uJNx,13_11_2017,rescue_volunteering_or_donation_effort,the latest italy sends aid after iran earthquake 
"Girl students' dormitory ruined after terrible earthquake, west of Iran. https://t.co/VjKcsJi4Ij",13_11_2017,affected_individuals,girl students dormitory ruined after terrible earthquake west of iran 
More than 400 now thought to have died following strongest earthquake of 2017 https://t.co/3AGwwZBCPm https://t.co/GLBFnxjTuV,13_11_2017,injured_or_dead_people,more than now thought to have died following strongest earthquake of 
Iran-Iraq temblor: 'This earthquake was a sudden wave of death' https://t.co/OTQ2973qEF https://t.co/FBKP3gAzWP,13_11_2017,injured_or_dead_people,iran iraq temblor this earthquake was sudden wave of death 
"Iraq-Iran earthquake reporting, the day after, November 13, 2017 +Japan and Costa Rice Earthquakes https://t.co/oC1U3h1NKo",13_11_2017,other_relevant_information,iraq iran earthquake reporting the day after november japan and costa rice earthquakes 
RT @PMBreakingNews: Location of massive earthquake in Iran https://t.co/BDzx85C8z4,13_11_2017,other_relevant_information,rt location of massive earthquake in iran 
☮️ #Humanity and ❤️ to everyone in #Iran &amp; #Iraq Ὁ5 #earthquake #rescue #help #aid https://t.co/nO8HfS2kKU,13_11_2017,not_humanitarian, humanity and to everyone in iran amp iraq ὁ earthquake rescue help aid 
"Baby born after #Iran’s deadly #earthquake gives hope to a shocked nation ,#ايران #زلزله #سرپل‌ذهاب https://t.co/Zm0WAUmq5I",13_11_2017,other_relevant_information,baby born after iran deadly earthquake gives hope to shocked nation ايران زلزله سرپل ذهاب 
"UPDATE: Iran-Iraq earthquake • Death toll at 452 • 7,100 injured • Deadliest quake of 2017 https://t.co/ZkFBliylmj https://t.co/whtcH0Jncy",13_11_2017,injured_or_dead_people,update iran iraq earthquake death toll at injured deadliest quake of 
The local seismograph detected the Iran-Iraq earthquake making the detector ringing for more than 12 minutes!!! https://t.co/MQhO2SNLZR,13_11_2017,not_humanitarian,the local seismograph detected the iran iraq earthquake making the detector ringing for more than minutes 
